Image Number,Tract,Visit,Patch,xcoord,ycoord,ccdnum,Catalog ID
438,0,303601,25,1516.43909008,1003.78027699,10,130395679552962686
439,0,303601,25,65.1802036606,1104.33569582,10,130395679552962689
440,0,303601,25,833.966665819,1123.72955095,10,130395679552962690
441,0,303601,25,1738.0307624,1121.59838067,10,130395679552962691
442,0,303601,25,946.939032402,1242.380248,10,130395679552962694
443,0,303601,25,1088.03760533,1301.20129008,10,130395679552962696
444,0,303601,25,1336.35339993,1581.76940353,10,130395679552962701
445,0,303601,25,1873.65148361,1588.08288485,10,130395679552962702
446,0,303601,25,584.127073084,1656.68823682,10,130395679552962703
447,0,303601,25,1900.57419337,1729.02633985,10,130395679552962705
448,0,303601,25,1631.44185425,1759.19937218,10,130395679552962706
449,0,303601,25,88.7228844838,1777.024061,10,130395679552962708
450,0,303601,25,1957.73546757,2173.758063,10,130395679552962711
451,0,303601,25,1308.73950446,2208.51391474,10,130395679552962712
452,0,303601,25,272.458757447,2314.01197155,10,130395679552962713
453,0,303601,25,1651.79344968,2437.37281197,10,130395679552962716
454,0,303601,25,1861.13793165,2595.25611405,10,130395679552962718
455,0,303601,25,73.7444537615,2715.92896487,10,130395679552962719
456,0,303601,25,1003.69440147,2799.76195568,10,130395679552962721
457,0,303601,25,1913.87059958,2960.39527181,10,130395679552962724
458,0,303601,25,1444.39771683,3025.64687859,10,130395679552962726
459,0,303601,25,1715.61912929,3038.77125296,10,130395679552962727
460,0,303601,25,42.5551426656,3091.82749572,10,130395679552962729
461,0,303601,25,795.938666651,3205.00145462,10,130395679552962731
462,0,303601,25,1744.47620688,3246.75136936,10,130395679552962732
463,0,303601,25,1168.9273619,3257.21826428,10,130395679552962733
464,0,303601,25,1795.82005797,3290.98584985,10,130395679552962735
465,0,303601,25,488.834491004,3363.11570942,10,130395679552962737
466,0,303601,25,104.921753704,3654.07568125,10,130395679552962741
467,0,303601,25,430.439405849,3695.83251218,10,130395679552962742
468,0,303601,25,406.644916523,3711.87645554,10,130395679552962743
469,0,303601,25,1094.15709419,3718.29102344,10,130395679552962744
470,0,303601,25,115.524903116,3951.63946895,10,130395679552962748
471,0,303589,25,251.642543586,106.686711734,10,130390525592207453
472,0,303589,25,1437.17515678,158.276776894,10,130390525592207454
473,0,303589,25,838.104239313,811.068975809,10,130390525592207464
474,0,303589,25,1763.81580578,1124.47436538,10,130390525592207471
475,0,303589,25,856.184194478,1131.93860165,10,130390525592207472
476,0,303589,25,1116.08617266,1307.96435457,10,130390525592207476
477,0,303589,25,1661.37415069,1376.90019987,10,130390525592207477
478,0,303589,25,1784.04127028,1581.10949377,10,130390525592207482
479,0,303589,25,1655.02055303,1766.97594867,10,130390525592207484
480,0,303589,25,1759.21863419,1887.16979656,10,130390525592207486
481,0,303589,25,453.053887086,2054.96679183,10,130390525592207488
482,0,303589,25,102.974339908,2752.84472969,10,130390525592207493
483,0,303589,25,1469.05457643,3032.99512353,10,130390525592207498
484,0,303589,25,1115.34032768,3048.61157883,10,130390525592207499
485,0,303589,25,837.907381817,3238.01831525,10,130390525592207502
486,0,303589,25,1519.02076676,3259.7780814,10,130390525592207503
487,0,303589,25,1816.97606522,3298.85815972,10,130390525592207504
488,0,303589,25,511.575578528,3368.47676861,10,130390525592207506
489,0,303589,25,140.938603128,3685.9387178,10,130390525592207511
490,0,303589,25,453.818350916,3701.68452434,10,130390525592207512
491,0,303589,25,142.044787483,3957.78954608,10,130390525592207516
492,0,303589,25,1467.13454689,4041.00316288,10,130390525592207518
493,0,303597,25,243.640709874,101.605169338,10,130393961566044255
494,0,303597,25,1422.33676526,133.171268578,10,130393961566044256
495,0,303597,25,1102.1687112,611.530561853,10,130393961566044264
496,0,303597,25,828.949161593,806.770186898,10,130393961566044267
497,0,303597,25,82.9669799378,1106.63683407,10,130393961566044273
498,0,303597,25,851.953737568,1127.21788154,10,130393961566044274
499,0,303597,25,1107.91078715,1303.73716364,10,130393961566044278
500,0,303597,25,1653.34705997,1371.40280681,10,130393961566044279
501,0,303597,25,104.17157047,1779.26978632,10,130393961566044286
502,0,303597,25,367.787313619,2422.05201443,10,130393961566044291
503,0,303597,25,91.794071715,2728.06836593,10,130393961566044293
504,0,303597,25,126.930313857,2800.30517868,10,130393961566044295
505,0,303597,25,1017.8409955,2802.04345048,10,130393961566044296
506,0,303597,25,1929.99118664,2963.24097051,10,130393961566044299
507,0,303597,25,1460.97889142,3029.0048768,10,130393961566044301
508,0,303597,25,1731.11887855,3040.37646532,10,130393961566044302
509,0,303597,25,1107.96023947,3042.57636176,10,130393961566044303
510,0,303597,25,59.2885338012,3093.52985506,10,130393961566044305
511,0,303597,25,818.012480891,3215.9389526,10,130393961566044307
512,0,303597,25,1185.14270439,3260.12890302,10,130393961566044308
513,0,303597,25,506.655419284,3365.72409328,10,130393961566044310
514,0,303597,25,125.02648802,3664.09862666,10,130393961566044315
515,0,303597,25,283.037734299,3720.08664878,10,130393961566044316
516,0,303597,25,1110.80200362,3720.47120785,10,130393961566044317
517,0,303585,25,1423.0782412,172.072091686,10,130388807605289036
518,0,303585,25,1100.11084022,1316.83274619,10,130388807605289054
519,0,303585,25,1882.58679383,1599.21886291,10,130388807605289059
520,0,303585,25,1871.07188957,2605.26026836,10,130388807605289067
521,0,303585,25,88.9338672706,2765.01730257,10,130388807605289068
522,0,303585,25,1724.908074,3048.89331264,10,130388807605289073
523,0,303585,25,827.90221599,3250.00219407,10,130388807605289076
524,0,303585,25,129.100252018,3697.00489396,10,130388807605289083
525,0,303585,25,122.342858199,3962.04204717,10,130388807605289087
526,0,303593,25,255.437562699,106.777284839,10,130392243579125847
527,0,303593,25,1437.99729444,148.900757147,10,130392243579125849
528,0,303593,25,842.985180723,812.70714957,10,130392243579125859
529,0,303593,25,1544.99424094,1009.15582299,10,130392243579125863
530,0,303593,25,862.073684939,1133.07298535,10,130392243579125865
531,0,303593,25,1664.30589453,1377.72862911,10,130392243579125869
532,0,303593,25,615.774358026,1662.63708399,10,130392243579125874
533,0,303593,25,1658.90994558,1767.22222969,10,130392243579125876
534,0,303593,25,301.679830281,2320.9572782,10,130392243579125880
535,0,303593,25,1890.78149054,2603.74439835,10,130392243579125884
536,0,303593,25,105.031429646,2742.90427203,10,130392243579125885
537,0,303593,25,1472.8971067,3033.92944826,10,130392243579125890
538,0,303593,25,1743.93921506,3045.96069701,10,130392243579125891
539,0,303593,25,71.7762101394,3097.43013939,10,130392243579125893
540,0,303593,25,835.932603006,3229.97583906,10,130392243579125895
541,0,303593,25,1195.00903781,3266.64087898,10,130392243579125896
542,0,303593,25,1823.09872244,3298.05800526,10,130392243579125897
543,0,303593,25,140.988253986,3678.01684607,10,130392243579125903
544,0,303593,25,1122.49590242,3722.92863534,10,130392243579125904
545,0,303589,25,251.642543586,106.686711734,10,130390525592207453
546,0,303589,25,1437.17515678,158.276776894,10,130390525592207454
547,0,303589,25,838.104239313,811.068975809,10,130390525592207464
548,0,303589,25,1763.81580578,1124.47436538,10,130390525592207471
549,0,303589,25,856.184194478,1131.93860165,10,130390525592207472
550,0,303589,25,1116.08617266,1307.96435457,10,130390525592207476
551,0,303589,25,1661.37415069,1376.90019987,10,130390525592207477
552,0,303589,25,1784.04127028,1581.10949377,10,130390525592207482
553,0,303589,25,1655.02055303,1766.97594867,10,130390525592207484
554,0,303589,25,1759.21863419,1887.16979656,10,130390525592207486
555,0,303589,25,453.053887086,2054.96679183,10,130390525592207488
556,0,303589,25,102.974339908,2752.84472969,10,130390525592207493
557,0,303589,25,1469.05457643,3032.99512353,10,130390525592207498
558,0,303589,25,1115.34032768,3048.61157883,10,130390525592207499
559,0,303589,25,837.907381817,3238.01831525,10,130390525592207502
560,0,303589,25,1519.02076676,3259.7780814,10,130390525592207503
561,0,303589,25,1816.97606522,3298.85815972,10,130390525592207504
562,0,303589,25,511.575578528,3368.47676861,10,130390525592207506
563,0,303589,25,140.938603128,3685.9387178,10,130390525592207511
564,0,303589,25,453.818350916,3701.68452434,10,130390525592207512
565,0,303589,25,142.044787483,3957.78954608,10,130390525592207516
566,0,303589,25,1467.13454689,4041.00316288,10,130390525592207518
567,0,303597,25,243.640709874,101.605169338,10,130393961566044255
568,0,303597,25,1422.33676526,133.171268578,10,130393961566044256
569,0,303597,25,1102.1687112,611.530561853,10,130393961566044264
570,0,303597,25,828.949161593,806.770186898,10,130393961566044267
571,0,303597,25,82.9669799378,1106.63683407,10,130393961566044273
572,0,303597,25,851.953737568,1127.21788154,10,130393961566044274
573,0,303597,25,1107.91078715,1303.73716364,10,130393961566044278
574,0,303597,25,1653.34705997,1371.40280681,10,130393961566044279
575,0,303597,25,104.17157047,1779.26978632,10,130393961566044286
576,0,303597,25,367.787313619,2422.05201443,10,130393961566044291
577,0,303597,25,91.794071715,2728.06836593,10,130393961566044293
578,0,303597,25,126.930313857,2800.30517868,10,130393961566044295
579,0,303597,25,1017.8409955,2802.04345048,10,130393961566044296
580,0,303597,25,1929.99118664,2963.24097051,10,130393961566044299
581,0,303597,25,1460.97889142,3029.0048768,10,130393961566044301
582,0,303597,25,1731.11887855,3040.37646532,10,130393961566044302
583,0,303597,25,1107.96023947,3042.57636176,10,130393961566044303
584,0,303597,25,59.2885338012,3093.52985506,10,130393961566044305
585,0,303597,25,818.012480891,3215.9389526,10,130393961566044307
586,0,303597,25,1185.14270439,3260.12890302,10,130393961566044308
587,0,303597,25,506.655419284,3365.72409328,10,130393961566044310
588,0,303597,25,125.02648802,3664.09862666,10,130393961566044315
589,0,303597,25,283.037734299,3720.08664878,10,130393961566044316
590,0,303597,25,1110.80200362,3720.47120785,10,130393961566044317
591,0,303585,25,1423.0782412,172.072091686,10,130388807605289036
592,0,303585,25,1100.11084022,1316.83274619,10,130388807605289054
593,0,303585,25,1882.58679383,1599.21886291,10,130388807605289059
594,0,303585,25,1871.07188957,2605.26026836,10,130388807605289067
595,0,303585,25,88.9338672706,2765.01730257,10,130388807605289068
596,0,303585,25,1724.908074,3048.89331264,10,130388807605289073
597,0,303585,25,827.90221599,3250.00219407,10,130388807605289076
598,0,303585,25,129.100252018,3697.00489396,10,130388807605289083
599,0,303585,25,122.342858199,3962.04204717,10,130388807605289087
600,0,303593,25,255.437562699,106.777284839,10,130392243579125847
601,0,303593,25,1437.99729444,148.900757147,10,130392243579125849
602,0,303593,25,842.985180723,812.70714957,10,130392243579125859
603,0,303593,25,1544.99424094,1009.15582299,10,130392243579125863
604,0,303593,25,862.073684939,1133.07298535,10,130392243579125865
605,0,303593,25,1664.30589453,1377.72862911,10,130392243579125869
606,0,303593,25,615.774358026,1662.63708399,10,130392243579125874
607,0,303593,25,1658.90994558,1767.22222969,10,130392243579125876
608,0,303593,25,301.679830281,2320.9572782,10,130392243579125880
609,0,303593,25,1890.78149054,2603.74439835,10,130392243579125884
610,0,303593,25,105.031429646,2742.90427203,10,130392243579125885
611,0,303593,25,1472.8971067,3033.92944826,10,130392243579125890
612,0,303593,25,1743.93921506,3045.96069701,10,130392243579125891
613,0,303593,25,71.7762101394,3097.43013939,10,130392243579125893
614,0,303593,25,835.932603006,3229.97583906,10,130392243579125895
615,0,303593,25,1195.00903781,3266.64087898,10,130392243579125896
616,0,303593,25,1823.09872244,3298.05800526,10,130392243579125897
617,0,303593,25,140.988253986,3678.01684607,10,130392243579125903
618,0,303593,25,1122.49590242,3722.92863534,10,130392243579125904
619,0,303601,25,225.814912455,98.684397753,10,130395679552962672
620,0,303601,25,1403.06188839,120.80032618,10,130395679552962673
621,0,303601,25,1516.43909008,1003.78027699,10,130395679552962686
622,0,303601,25,65.1802036606,1104.33569582,10,130395679552962689
623,0,303601,25,833.966665819,1123.72955095,10,130395679552962690
624,0,303601,25,1738.0307624,1121.59838067,10,130395679552962691
625,0,303601,25,946.939032402,1242.380248,10,130395679552962694
626,0,303601,25,1088.03760533,1301.20129008,10,130395679552962696
627,0,303601,25,1336.35339993,1581.76940353,10,130395679552962701
628,0,303601,25,1873.65148361,1588.08288485,10,130395679552962702
629,0,303601,25,584.127073084,1656.68823682,10,130395679552962703
630,0,303601,25,1900.57419337,1729.02633985,10,130395679552962705
631,0,303601,25,1631.44185425,1759.19937218,10,130395679552962706
632,0,303601,25,88.7228844838,1777.024061,10,130395679552962708
633,0,303601,25,1957.73546757,2173.758063,10,130395679552962711
634,0,303601,25,1308.73950446,2208.51391474,10,130395679552962712
635,0,303601,25,272.458757447,2314.01197155,10,130395679552962713
636,0,303601,25,1651.79344968,2437.37281197,10,130395679552962716
637,0,303601,25,1861.13793165,2595.25611405,10,130395679552962718
638,0,303601,25,73.7444537615,2715.92896487,10,130395679552962719
639,0,303601,25,1003.69440147,2799.76195568,10,130395679552962721
640,0,303601,25,1913.87059958,2960.39527181,10,130395679552962724
641,0,303601,25,1444.39771683,3025.64687859,10,130395679552962726
642,0,303601,25,1715.61912929,3038.77125296,10,130395679552962727
643,0,303601,25,42.5551426656,3091.82749572,10,130395679552962729
644,0,303601,25,795.938666651,3205.00145462,10,130395679552962731
645,0,303601,25,1744.47620688,3246.75136936,10,130395679552962732
646,0,303601,25,1168.9273619,3257.21826428,10,130395679552962733
647,0,303601,25,1795.82005797,3290.98584985,10,130395679552962735
648,0,303601,25,488.834491004,3363.11570942,10,130395679552962737
649,0,303601,25,104.921753704,3654.07568125,10,130395679552962741
650,0,303601,25,430.439405849,3695.83251218,10,130395679552962742
651,0,303601,25,406.644916523,3711.87645554,10,130395679552962743
652,0,303601,25,1094.15709419,3718.29102344,10,130395679552962744
653,0,303601,25,115.524903116,3951.63946895,10,130395679552962748
654,0,303589,25,251.642543586,106.686711734,10,130390525592207453
655,0,303589,25,1437.17515678,158.276776894,10,130390525592207454
656,0,303589,25,838.104239313,811.068975809,10,130390525592207464
657,0,303589,25,1763.81580578,1124.47436538,10,130390525592207471
658,0,303589,25,856.184194478,1131.93860165,10,130390525592207472
659,0,303589,25,1116.08617266,1307.96435457,10,130390525592207476
660,0,303589,25,1661.37415069,1376.90019987,10,130390525592207477
661,0,303589,25,1784.04127028,1581.10949377,10,130390525592207482
662,0,303589,25,1655.02055303,1766.97594867,10,130390525592207484
663,0,303589,25,1759.21863419,1887.16979656,10,130390525592207486
664,0,303589,25,453.053887086,2054.96679183,10,130390525592207488
665,0,303589,25,102.974339908,2752.84472969,10,130390525592207493
666,0,303589,25,1469.05457643,3032.99512353,10,130390525592207498
667,0,303589,25,1115.34032768,3048.61157883,10,130390525592207499
668,0,303589,25,837.907381817,3238.01831525,10,130390525592207502
669,0,303589,25,1519.02076676,3259.7780814,10,130390525592207503
670,0,303589,25,1816.97606522,3298.85815972,10,130390525592207504
671,0,303589,25,511.575578528,3368.47676861,10,130390525592207506
672,0,303589,25,140.938603128,3685.9387178,10,130390525592207511
673,0,303589,25,453.818350916,3701.68452434,10,130390525592207512
674,0,303589,25,142.044787483,3957.78954608,10,130390525592207516
675,0,303589,25,1467.13454689,4041.00316288,10,130390525592207518
676,0,303597,25,243.640709874,101.605169338,10,130393961566044255
677,0,303597,25,1422.33676526,133.171268578,10,130393961566044256
678,0,303597,25,1102.1687112,611.530561853,10,130393961566044264
679,0,303597,25,828.949161593,806.770186898,10,130393961566044267
680,0,303597,25,82.9669799378,1106.63683407,10,130393961566044273
681,0,303597,25,851.953737568,1127.21788154,10,130393961566044274
682,0,303597,25,1107.91078715,1303.73716364,10,130393961566044278
683,0,303597,25,1653.34705997,1371.40280681,10,130393961566044279
684,0,303597,25,104.17157047,1779.26978632,10,130393961566044286
685,0,303597,25,367.787313619,2422.05201443,10,130393961566044291
686,0,303597,25,91.794071715,2728.06836593,10,130393961566044293
687,0,303597,25,126.930313857,2800.30517868,10,130393961566044295
688,0,303597,25,1017.8409955,2802.04345048,10,130393961566044296
689,0,303597,25,1929.99118664,2963.24097051,10,130393961566044299
690,0,303597,25,1460.97889142,3029.0048768,10,130393961566044301
691,0,303597,25,1731.11887855,3040.37646532,10,130393961566044302
692,0,303597,25,1107.96023947,3042.57636176,10,130393961566044303
693,0,303597,25,59.2885338012,3093.52985506,10,130393961566044305
694,0,303597,25,818.012480891,3215.9389526,10,130393961566044307
695,0,303597,25,1185.14270439,3260.12890302,10,130393961566044308
696,0,303597,25,506.655419284,3365.72409328,10,130393961566044310
697,0,303597,25,125.02648802,3664.09862666,10,130393961566044315
698,0,303597,25,283.037734299,3720.08664878,10,130393961566044316
699,0,303597,25,1110.80200362,3720.47120785,10,130393961566044317
700,0,303593,25,255.437562699,106.777284839,10,130392243579125847
701,0,303593,25,1437.99729444,148.900757147,10,130392243579125849
702,0,303593,25,842.985180723,812.70714957,10,130392243579125859
703,0,303593,25,1544.99424094,1009.15582299,10,130392243579125863
704,0,303593,25,862.073684939,1133.07298535,10,130392243579125865
705,0,303593,25,1664.30589453,1377.72862911,10,130392243579125869
706,0,303593,25,615.774358026,1662.63708399,10,130392243579125874
707,0,303593,25,1658.90994558,1767.22222969,10,130392243579125876
708,0,303593,25,301.679830281,2320.9572782,10,130392243579125880
709,0,303593,25,1890.78149054,2603.74439835,10,130392243579125884
710,0,303593,25,105.031429646,2742.90427203,10,130392243579125885
711,0,303593,25,1472.8971067,3033.92944826,10,130392243579125890
712,0,303593,25,1743.93921506,3045.96069701,10,130392243579125891
713,0,303593,25,71.7762101394,3097.43013939,10,130392243579125893
714,0,303593,25,835.932603006,3229.97583906,10,130392243579125895
715,0,303593,25,1195.00903781,3266.64087898,10,130392243579125896
716,0,303593,25,1823.09872244,3298.05800526,10,130392243579125897
717,0,303593,25,140.988253986,3678.01684607,10,130392243579125903
718,0,303593,25,1122.49590242,3722.92863534,10,130392243579125904
719,0,303585,25,1423.0782412,172.072091686,10,130388807605289036
720,0,303585,25,1100.11084022,1316.83274619,10,130388807605289054
721,0,303585,25,1882.58679383,1599.21886291,10,130388807605289059
722,0,303585,25,1871.07188957,2605.26026836,10,130388807605289067
723,0,303585,25,88.9338672706,2765.01730257,10,130388807605289068
724,0,303585,25,1724.908074,3048.89331264,10,130388807605289073
725,0,303585,25,827.90221599,3250.00219407,10,130388807605289076
726,0,303585,25,129.100252018,3697.00489396,10,130388807605289083
727,0,303585,25,122.342858199,3962.04204717,10,130388807605289087
728,0,303601,25,225.814912455,98.684397753,10,130395679552962672
729,0,303601,25,1403.06188839,120.80032618,10,130395679552962673
730,0,303601,25,1516.43909008,1003.78027699,10,130395679552962686
731,0,303601,25,65.1802036606,1104.33569582,10,130395679552962689
732,0,303601,25,833.966665819,1123.72955095,10,130395679552962690
733,0,303601,25,1738.0307624,1121.59838067,10,130395679552962691
734,0,303601,25,946.939032402,1242.380248,10,130395679552962694
735,0,303601,25,1088.03760533,1301.20129008,10,130395679552962696
736,0,303601,25,1336.35339993,1581.76940353,10,130395679552962701
737,0,303601,25,1873.65148361,1588.08288485,10,130395679552962702
738,0,303601,25,584.127073084,1656.68823682,10,130395679552962703
739,0,303601,25,1900.57419337,1729.02633985,10,130395679552962705
740,0,303601,25,1631.44185425,1759.19937218,10,130395679552962706
741,0,303601,25,88.7228844838,1777.024061,10,130395679552962708
742,0,303601,25,1957.73546757,2173.758063,10,130395679552962711
743,0,303601,25,1308.73950446,2208.51391474,10,130395679552962712
744,0,303601,25,272.458757447,2314.01197155,10,130395679552962713
745,0,303601,25,1651.79344968,2437.37281197,10,130395679552962716
746,0,303601,25,1861.13793165,2595.25611405,10,130395679552962718
747,0,303601,25,73.7444537615,2715.92896487,10,130395679552962719
748,0,303601,25,1003.69440147,2799.76195568,10,130395679552962721
749,0,303601,25,1913.87059958,2960.39527181,10,130395679552962724
750,0,303601,25,1444.39771683,3025.64687859,10,130395679552962726
751,0,303601,25,1715.61912929,3038.77125296,10,130395679552962727
752,0,303601,25,42.5551426656,3091.82749572,10,130395679552962729
753,0,303601,25,795.938666651,3205.00145462,10,130395679552962731
754,0,303601,25,1744.47620688,3246.75136936,10,130395679552962732
755,0,303601,25,1168.9273619,3257.21826428,10,130395679552962733
756,0,303601,25,1795.82005797,3290.98584985,10,130395679552962735
757,0,303601,25,488.834491004,3363.11570942,10,130395679552962737
758,0,303601,25,104.921753704,3654.07568125,10,130395679552962741
759,0,303601,25,430.439405849,3695.83251218,10,130395679552962742
760,0,303601,25,406.644916523,3711.87645554,10,130395679552962743
761,0,303601,25,1094.15709419,3718.29102344,10,130395679552962744
762,0,303601,25,115.524903116,3951.63946895,10,130395679552962748
763,0,303589,25,251.642543586,106.686711734,10,130390525592207453
764,0,303589,25,1437.17515678,158.276776894,10,130390525592207454
765,0,303589,25,838.104239313,811.068975809,10,130390525592207464
766,0,303589,25,1763.81580578,1124.47436538,10,130390525592207471
767,0,303589,25,856.184194478,1131.93860165,10,130390525592207472
768,0,303589,25,1116.08617266,1307.96435457,10,130390525592207476
769,0,303589,25,1661.37415069,1376.90019987,10,130390525592207477
770,0,303589,25,1784.04127028,1581.10949377,10,130390525592207482
771,0,303589,25,1655.02055303,1766.97594867,10,130390525592207484
772,0,303589,25,1759.21863419,1887.16979656,10,130390525592207486
773,0,303589,25,453.053887086,2054.96679183,10,130390525592207488
774,0,303589,25,102.974339908,2752.84472969,10,130390525592207493
775,0,303589,25,1469.05457643,3032.99512353,10,130390525592207498
776,0,303589,25,1115.34032768,3048.61157883,10,130390525592207499
777,0,303589,25,837.907381817,3238.01831525,10,130390525592207502
778,0,303589,25,1519.02076676,3259.7780814,10,130390525592207503
779,0,303589,25,1816.97606522,3298.85815972,10,130390525592207504
780,0,303589,25,511.575578528,3368.47676861,10,130390525592207506
781,0,303589,25,140.938603128,3685.9387178,10,130390525592207511
782,0,303589,25,453.818350916,3701.68452434,10,130390525592207512
783,0,303589,25,142.044787483,3957.78954608,10,130390525592207516
784,0,303589,25,1467.13454689,4041.00316288,10,130390525592207518
785,0,303597,25,243.640709874,101.605169338,10,130393961566044255
786,0,303597,25,1422.33676526,133.171268578,10,130393961566044256
787,0,303597,25,1102.1687112,611.530561853,10,130393961566044264
788,0,303597,25,828.949161593,806.770186898,10,130393961566044267
789,0,303597,25,82.9669799378,1106.63683407,10,130393961566044273
790,0,303597,25,851.953737568,1127.21788154,10,130393961566044274
791,0,303597,25,1107.91078715,1303.73716364,10,130393961566044278
792,0,303597,25,1653.34705997,1371.40280681,10,130393961566044279
793,0,303597,25,104.17157047,1779.26978632,10,130393961566044286
794,0,303597,25,367.787313619,2422.05201443,10,130393961566044291
795,0,303597,25,91.794071715,2728.06836593,10,130393961566044293
796,0,303597,25,126.930313857,2800.30517868,10,130393961566044295
797,0,303597,25,1017.8409955,2802.04345048,10,130393961566044296
798,0,303597,25,1929.99118664,2963.24097051,10,130393961566044299
799,0,303597,25,1460.97889142,3029.0048768,10,130393961566044301
800,0,303597,25,1731.11887855,3040.37646532,10,130393961566044302
801,0,303597,25,1107.96023947,3042.57636176,10,130393961566044303
802,0,303597,25,59.2885338012,3093.52985506,10,130393961566044305
803,0,303597,25,818.012480891,3215.9389526,10,130393961566044307
804,0,303597,25,1185.14270439,3260.12890302,10,130393961566044308
805,0,303597,25,506.655419284,3365.72409328,10,130393961566044310
806,0,303597,25,125.02648802,3664.09862666,10,130393961566044315
807,0,303597,25,283.037734299,3720.08664878,10,130393961566044316
808,0,303597,25,1110.80200362,3720.47120785,10,130393961566044317
809,0,303585,25,1423.0782412,172.072091686,10,130388807605289036
810,0,303585,25,1100.11084022,1316.83274619,10,130388807605289054
811,0,303585,25,1882.58679383,1599.21886291,10,130388807605289059
812,0,303585,25,1871.07188957,2605.26026836,10,130388807605289067
813,0,303585,25,88.9338672706,2765.01730257,10,130388807605289068
814,0,303585,25,1724.908074,3048.89331264,10,130388807605289073
815,0,303585,25,827.90221599,3250.00219407,10,130388807605289076
816,0,303585,25,129.100252018,3697.00489396,10,130388807605289083
817,0,303585,25,122.342858199,3962.04204717,10,130388807605289087
818,0,303593,25,255.437562699,106.777284839,10,130392243579125847
819,0,303593,25,1437.99729444,148.900757147,10,130392243579125849
820,0,303593,25,842.985180723,812.70714957,10,130392243579125859
821,0,303593,25,1544.99424094,1009.15582299,10,130392243579125863
822,0,303593,25,862.073684939,1133.07298535,10,130392243579125865
823,0,303593,25,1664.30589453,1377.72862911,10,130392243579125869
824,0,303593,25,615.774358026,1662.63708399,10,130392243579125874
825,0,303593,25,1658.90994558,1767.22222969,10,130392243579125876
826,0,303593,25,301.679830281,2320.9572782,10,130392243579125880
827,0,303593,25,1890.78149054,2603.74439835,10,130392243579125884
828,0,303593,25,105.031429646,2742.90427203,10,130392243579125885
829,0,303593,25,1472.8971067,3033.92944826,10,130392243579125890
830,0,303593,25,1743.93921506,3045.96069701,10,130392243579125891
831,0,303593,25,71.7762101394,3097.43013939,10,130392243579125893
832,0,303593,25,835.932603006,3229.97583906,10,130392243579125895
833,0,303593,25,1195.00903781,3266.64087898,10,130392243579125896
834,0,303593,25,1823.09872244,3298.05800526,10,130392243579125897
835,0,303593,25,140.988253986,3678.01684607,10,130392243579125903
836,0,303593,25,1122.49590242,3722.92863534,10,130392243579125904
837,0,303601,25,225.814912455,98.684397753,10,130395679552962672
838,0,303601,25,1403.06188839,120.80032618,10,130395679552962673
839,0,303601,25,1516.43909008,1003.78027699,10,130395679552962686
840,0,303601,25,65.1802036606,1104.33569582,10,130395679552962689
841,0,303601,25,833.966665819,1123.72955095,10,130395679552962690
842,0,303601,25,1738.0307624,1121.59838067,10,130395679552962691
843,0,303601,25,946.939032402,1242.380248,10,130395679552962694
844,0,303601,25,1088.03760533,1301.20129008,10,130395679552962696
845,0,303601,25,1336.35339993,1581.76940353,10,130395679552962701
846,0,303601,25,1873.65148361,1588.08288485,10,130395679552962702
847,0,303601,25,584.127073084,1656.68823682,10,130395679552962703
848,0,303601,25,1900.57419337,1729.02633985,10,130395679552962705
849,0,303601,25,1631.44185425,1759.19937218,10,130395679552962706
850,0,303601,25,88.7228844838,1777.024061,10,130395679552962708
851,0,303601,25,1957.73546757,2173.758063,10,130395679552962711
852,0,303601,25,1308.73950446,2208.51391474,10,130395679552962712
853,0,303601,25,272.458757447,2314.01197155,10,130395679552962713
854,0,303601,25,1651.79344968,2437.37281197,10,130395679552962716
855,0,303601,25,1861.13793165,2595.25611405,10,130395679552962718
856,0,303601,25,73.7444537615,2715.92896487,10,130395679552962719
857,0,303601,25,1003.69440147,2799.76195568,10,130395679552962721
858,0,303601,25,1913.87059958,2960.39527181,10,130395679552962724
859,0,303601,25,1444.39771683,3025.64687859,10,130395679552962726
860,0,303601,25,1715.61912929,3038.77125296,10,130395679552962727
861,0,303601,25,42.5551426656,3091.82749572,10,130395679552962729
862,0,303601,25,795.938666651,3205.00145462,10,130395679552962731
863,0,303601,25,1744.47620688,3246.75136936,10,130395679552962732
864,0,303601,25,1168.9273619,3257.21826428,10,130395679552962733
865,0,303601,25,1795.82005797,3290.98584985,10,130395679552962735
866,0,303601,25,488.834491004,3363.11570942,10,130395679552962737
867,0,303601,25,104.921753704,3654.07568125,10,130395679552962741
868,0,303601,25,430.439405849,3695.83251218,10,130395679552962742
869,0,303601,25,406.644916523,3711.87645554,10,130395679552962743
870,0,303601,25,1094.15709419,3718.29102344,10,130395679552962744
871,0,303601,25,115.524903116,3951.63946895,10,130395679552962748
872,0,303601,25,225.814912455,98.684397753,10,130395679552962672
873,0,303601,25,1403.06188839,120.80032618,10,130395679552962673
874,0,303601,25,1516.43909008,1003.78027699,10,130395679552962686
875,0,303601,25,65.1802036606,1104.33569582,10,130395679552962689
876,0,303601,25,833.966665819,1123.72955095,10,130395679552962690
877,0,303601,25,1738.0307624,1121.59838067,10,130395679552962691
878,0,303601,25,946.939032402,1242.380248,10,130395679552962694
879,0,303601,25,1088.03760533,1301.20129008,10,130395679552962696
880,0,303601,25,1336.35339993,1581.76940353,10,130395679552962701
